Title,Paragraph,Source,Truth
Who Is Kay 'Bonnie Blue' Manuel? Australian Adult Model Comes Out As Transgender,UK,Times_Now,1.0
"4.2 Magnitude Earthquake Strikes New South Wales, Tremors Felt In Muswellbrook, Singleton, And Sydney", ,Times_Now,1.0
Mystery Behind Black Balls On Sydney Beaches Solved And Results Are 'Disgusting',Europe,Times_Now,1.0
Australian States Back National Plan To Ban Children Younger Than 16 From Social Media. Do Indian Parents Want Similar Rules?, ,Times_Now,1.0
Australia Proposes Social Media Ban For Children Under 16: 'Onus On Platforms',Asia,Times_Now,1.0
Massive 'Doomsday Fish' Caught In Australia: Omen Of An Earthquake?, ,Times_Now,1.0
'You Are Not My King... Give Us Our Land Back': King Charles Heckled By Australian Senator - Video,Middle East,Times_Now,1.0
"40,000 Indians Vie For 1000 Spots In Australia’s New One-Year Work And Holiday Visa Program", ,Times_Now,1.0
Why Anti-War Protestors In Melbourne Are Rallying Against Defence Exhibition,Australia,Times_Now,1.0
'Want Kids To Have Childhood': Australia Plans Social Media Ban For Children Under 16, ,Times_Now,1.0
No Social Media For Children Under 16 Years? What's Behind Australia's Big Proposal,Canada,Times_Now,1.0
"Fire Engulfs Cypress Bush In Sandringham, Melbourne| Photos", ,Times_Now,1.0
"Melbourne Weather Updates: Power Outage Map, Metro And Flight Status, Road Closures",US,Times_Now,1.0
17-Year Sentence For Australian In 'Unparalleled' Sextortion Case with 250 Global Victims, ,Times_Now,1.0
Australian Woman With Terminal Cancer Auctions Off Her Final Moments,US News,Times_Now,1.0
"Sydney Mass Stabbing: Police Officer Among Several Injured In Engadine, Highway Closed", ,Times_Now,1.0
"Australia Rejects Visas Of More Than 70% Of Palestinians, Accepts Over 97% Of Israeli Applicants: Report",US Buzz,Times_Now,1.0
Who Was Blake Wilson? Pilot Identified In Hilton Hotel Helicopter Crash, ,Times_Now,1.0
Pilot Attended Party Before Crashing Stolen Helicopter Into Australia Hotel - VIDEO,UK,Times_Now,1.0
Who Is Norme? Streamer Breaks No Sleep World Record On Rumble After YouTube Bans Him, ,Times_Now,1.0
Latest News,Europe,Times_Now,1.0
What Ashwini Vaishnaw Said About Bihar Woman Working At A Noida Factory,Asia,Times_Now,1.0
Breaking News: Congress Leader Sandeep Dikshit To Contest Against Arvind Kejriwal From New Delhi,Middle East,Times_Now,1.0
[WATCH] D Gukesh Gets Emotional; In Tears After Being Crowned Youngest-Ever World Chess Champion,Australia,Times_Now,1.0
Canada News,Theme,Times_Now,1.0
"Indian-Origin Man Shot Dead In Canada's Edmonton, 2nd Such Incident In A Week",World,Times_Now,1.0
Who Is Bronwin Aurora? Toronto Model Dances Near Elderly Boyfriend’s Hospital Bed After Being Named In His Will, ,Times_Now,1.0
"2 Injured In Vancouver Stabbing, Suspect Shot By Police",US,Times_Now,1.0
'Pretty Surreal': Killer Whale Family Captured on Camera Gliding Through Canadian Waters | VIDEO, ,Times_Now,1.0
Canada MP Jagmeet Singh Urges Trudeau Government To Confront Trump’s Tariff Threats,UK,Times_Now,1.0
"Justin Trudeau Dances, Flaunts Friendship Bracelets, And Snaps Selfies At Taylor Swift Concert Amid Montreal Riots", ,Times_Now,1.0
Taylor Over Turmoil? Justin Trudeau Danced To Swift Beats As Montreal Faced Violent Riots - Video,Europe,Times_Now,1.0
Trudeau Calls Officer 'Criminal' Over 'Unreliable' Leaks On Alleged Indian Leadership Ties To Nijjar Killing, ,Times_Now,1.0
Warden Station Closing Down? Internet Calls It 'End Of An Era',Asia,Times_Now,1.0
"Amid Diplomatic Tensions With India, Canada’s New Security Measures Disrupt Flyers’ Experience", ,Times_Now,1.0
"Trudeau's Minister Meets Khalistani Leadership In Canada, Here's What Happened In Meeting",Middle East,Times_Now,1.0
Canadian Police Rules Out Foul Play In Indian-Origin Woman's Death Inside Walmart Oven, ,Times_Now,1.0
Who Is David Lavery? Ex-Soldier 'Canadian Dave' Allegedly Captured By Taliban,Australia,Times_Now,1.0
Canada Police's Clean Chit To Cop Who Attended Pro-Khalistan Protest Outside Hindu Temple, ,Times_Now,1.0
"Terrorism, Extortion, Murder: India's Case For Arsh Dalla's Extradition",Canada,Times_Now,1.0
Canada's Ontario Court Restricts Media Coverage in Arsh Dalla Case, ,Times_Now,1.0
'In View Of Recent Arrest': What MEA Said About Arsh Dalla's Extradition A Day After He Appeared In Canada Court,US,Times_Now,1.0
"After Hindus, Khalistanis Turn On Canadians: 'Invaders, Go Back To England' - VIDEO", ,Times_Now,1.0
"Canadian Authorities Caught Lying, Khalistani Extremist Arsh Dalla Moves Bail Plea In Ontario Court - BIG Times Now Expose",US News,Times_Now,1.0
"Scotiabank App Down: Customers See 'Account Unavailable' Message, Company Responds", ,Times_Now,1.0
"Days After Attack On Hindus In Canada, Fresh K-Threat Forces Brampton Temple To Cancel Event",US Buzz,Times_Now,1.0
"Guru Nanak Jayanti 2024: Time, Traffic Advisory, Live Streaming, And Other Details", ,Times_Now,1.0
Did Trudeau Ally Receive Donation From Khalistani Terrorist Nijjar? Uncovering The Ties,UK,Times_Now,1.0
Strange Clouds Over Vancouver? They Are Called Asperitas, ,Times_Now,1.0
Middle East,Theme,Times_Now,1.0
Assad Dubbed 'Richest Refugee In World' After $135 Billion 'Transfer' To Russia,World,Times_Now,1.0
480 Strikes In 48 Hours: Israeli Military Launches Attack On Syria After Assad's Ouster, ,Times_Now,1.0
Operation Bashan Arrow: All On Israel's Operation In Syria Post Assad's Fall,US,Times_Now,1.0
Mohammed Al-Bashir: 5 Key Facts On Syria's Transitional PM, ,Times_Now,1.0
"Who Is Mohammed Al-Bashir, Syria's Transitional PM After Assad Ouster?",UK,Times_Now,1.0
From Christian Nation To Islamist Country: The Untold Story Of Syria, ,Times_Now,1.0
Who Is Bashar al-Assad's Wife Asma al- Assad? Know All About Family Of Ousted Syrian Leader,Europe,Times_Now,1.0
"'Ridiculous Legislation': Qatar Slams EU Climate Laws, Calls for Review", ,Times_Now,1.0
The Dreaded Sednaya Prison: Inside 'Human Slaughterhouse' Of Syria,Asia,Times_Now,1.0
Syrian Rebels Rewrite History: How 13-Years Of Civil War Ended In Just 13 Days, ,Times_Now,1.0
Syria Civil War: Caretaker PM Meets Members Of Transitional Government,Middle East,Times_Now,1.0
"Assad Flees Syria: Rebel Seize Palace, Loot Luxury Car Collection Of Ferraris & Rolls-Royces - VIDEO", ,Times_Now,1.0
Assad Granted Asylum By Russia As Syrians Celebrate Fall Of Tyrant: 10 Points,Australia,Times_Now,1.0
Story Of Syria’s Changing Identity: Will Rebel Flag Become Nation’s New Symbol?, ,Times_Now,1.0
Syria Collapse Map: THIS Is How Bashar al-Assad's Regime Collapsed Amid Rebel Coup,Canada,Times_Now,1.0
New Government Should Be Inclusive And Not Allow Daesh Any Leeway: Turkey Foreign Minister Hakan Fidan, ,Times_Now,1.0
Assad’s Fall: Turkish Foreign Minister Hopes For Inclusive And Stable Transition In Syria,US,Times_Now,1.0
Assad Dynasty Rule Ends In Syria: How A Family Ruled Sunni Nation For 50 Years, ,Times_Now,1.0
Syrian Armed Rebels Steal 3 Cars From Italian Ambassador's Residence In Damascus,US News,Times_Now,1.0
Israel Takes Over Syrian Side Of Mount Hermon After Bashar al-Assad Flees: Report, ,Times_Now,1.0
Indian Embassy In Damascus Stays Operational Amid Political Turmoil In Syria: Sources,US Buzz,Times_Now,1.0
Syria’s Future In Question After President Assad’s Abrupt Fall: What’s Next? 10 Points, ,Times_Now,1.0
"Syrian President Bashar Al Assad Has Left Syria, Claims Russia",UK,Times_Now,1.0
VIDEO: People Storm Presidential Palace In Damascus After Bashar Al Assad Flees Syria, ,Times_Now,1.0
Europe News,Theme,Times_Now,1.0
Italian Prime Minister Giorgia Meloni Tops Politico's List As Europe's Most Influential Figure,World,Times_Now,1.0
"After Trump's Peace Push, Russia Throws Ball In Ukraine's Court For Talks", ,Times_Now,1.0
Oreshnik Hypersonic Missile: Russia's Mach 10 Weapon Promises Unstoppable Destruction,US,Times_Now,1.0
"Russian Foreign Minister Lavrov Says Recent Nuclear Talks Was 'Dangerous', Slams Biden's Support To Ukraine", ,Times_Now,1.0
Notre Dame Cathedral Set to Reopen After Extensive Restoration Following Devastating Fire,UK,Times_Now,1.0
"Building Collapse In Hague After Massive Explosion, 1 Dead; 'Speeding Car Drove Away From Site', Reveal Locals", ,Times_Now,1.0
Is Singapore Going To Extinct? What Elon Musk Said On Country's Baby Crisis,Europe,Times_Now,1.0
Sebastien Lecornu Or Francois Bayrou: Who Could Replace Michel Barnier As France's PM?, ,Times_Now,1.0
What Is Happening In France? PM Michel Barnier Loses No Confidence Vote,Asia,Times_Now,1.0
French PM Michel Barnier Loses No-Confidence Vote: What Does This Mean For Emmanuel Macron?, ,Times_Now,1.0
French PM Michel Barnier Ousted In No Confidence Vote: What Happens Next?,Middle East,Times_Now,1.0
"Belgium Passes Law Formalising Sex Workers’ Rights,  Paid Leave, Pensions Among Provisions", ,Times_Now,1.0
"Tbilisi, Georgia: Protesters Attempt To Breach Parliament Gates, Police Deploy Water Cannons | Videos",Australia,Times_Now,1.0
"Notre Dame Cathedral, Which Caught Fire In 2019, To Reopen On Dec 7; France President Shares Video", ,Times_Now,1.0
Youtuber JackSepticeye Confirms Autism Diagnosis: 'Got The Confirmation...',Canada,Times_Now,1.0
"'Russian Bank Collapse': Rouble Plummets After Gazprombank Santions, Officials Respond", ,Times_Now,1.0
"'At Some Stage, People Will Come To Table...': S Jaishankar Calls For Peaceful Solution Of Russia-Ukraine War",US,Times_Now,1.0
Germany Changing Public Buildings Into Bomb Shelters As Nuclear Threat Looms, ,Times_Now,1.0
DHL Cargo Plane Crash: Probe Launched Following Fatal Incident In Lithuania,US News,Times_Now,1.0
Who Is Dr. Olivier Gerbault? French Plastic Surgeon Suspended After Turning Nose To 'Potato', ,Times_Now,1.0
'Mystery Rope' Leads Austrian Plumber To $2.5 Million Worth WWII Era Gold Coins | DETAILS,US Buzz,Times_Now,1.0
Conor McGregor Accuser Awarded $250K After Winning 2018 Civil Rape Case, ,Times_Now,1.0
'Still Possible To Stop War But Ukraine Has Too Many...': Former Military Commander Sounds Alarm,UK,Times_Now,1.0
"'World War 3 Has Begun,' Claims Ukrainian Envoy To UK", ,Times_Now,1.0
Asia News,Theme,Times_Now,1.0
"Pakistan Googled A Lot Of India In 2024: Mukesh Ambani, Movie Animal On The List",World,Times_Now,1.0
South Korea's Ex-Defence Minister Allegedly Behind Martial Law Advice Attempts Suicide Using Underwear, ,Times_Now,1.0
Thailand To Roll Out E-Visa Facility In Inia From January 2025 - DETAILS,US,Times_Now,1.0
"After India Talks Tough, Bangladesh 'Admits' Violence Against Minorities; 70 Arrested",UK,Times_Now,1.0
Sri Lanka President Dissanayake Picks India For First Foreign Visit After Taking Office, ,Times_Now,1.0
'Creates Tensions': Bangladesh's Yunus Criticises Hasina's Statements From India In Meet With Foreign Secy Misri,Europe,Times_Now,1.0
How Many Hindus Are There In Pakistani Army? Know The Exact Number Here, ,Times_Now,1.0
'Regrettable Incidents Of Attacks': India Raises Concerns Over Minorities In Bangladesh,Asia,Times_Now,1.0
'Don't Even Think...': Mamata Banerjee's 'Lollypop' Reply To Bangladesh Politicos For Claiming Rights On Bengal, ,Times_Now,1.0
Why Is Imran Khan's Wife Bushra Bibi A Bigger Threat For Pakistan Regime?,Middle East,Times_Now,1.0
Sheikh Hasina's 'Bangladesh Terrorist Nation' Charge As Hindu Monk Booked For Attempt To Murder, ,Times_Now,1.0
'Bangladesh Turning Into Terrorist Nation Under Yunus': Sheikh Hasina Fires Fresh Salvos Amid Attack On Hindus,Australia,Times_Now,1.0
Bangladesh Police Files Attempt To Murder Case Against Hindu Monk Chinmoy Das, ,Times_Now,1.0
"Extra Marital Affair, Death And Unsolved Mystery: Revisiting Pakistan's Infamous 1970 Sex Scandal",Canada,Times_Now,1.0
India Wants To 'Facilitate' End Of Russia-Ukraine War: EAM S Jaishankar, ,Times_Now,1.0
"ISKCON Alleges Its Temple In Bangladesh's Dhaka Set Ablaze Using Petrol And Octane, Idols Damaged",US,Times_Now,1.0
"India That Gave Shelter, Food Now Supposedly An Enemy: Taslima Nasreen Slams Bangladesh's Shift Towards Pakistan", ,Times_Now,1.0
South Korean President Yoon Suk Yeol Apologizes For Martial Law Attempt,US News,Times_Now,1.0
South Korea's Biggest Political Scandal: How A Dior Handbag Led To The Downfall Of Yoon Suk Yeol, ,Times_Now,1.0
Hello Kitty 'Kawai-ness' Turns 50: How A Japanese Cat Icon Became Global Sensation Worth 80 Billion Dollars,US Buzz,Times_Now,1.0
Nepal Joins China's Belt And Road Initiative With Multi-Billion Dollar Framework Deal, ,Times_Now,1.0
'Involved In Genocide': Sheikh Hasina's BIG Charge Against Yunus In Her 1st Pubic Appearance After Fleeing Bangladesh,UK,Times_Now,1.0
Why Has China Banned Exports To US Of Gallium Germanium Antimony, ,Times_Now,1.0
UK News,Theme,Times_Now,1.0
Are Prince William And Kate Middleton Preparing To Be King And Queen? What New Report Suggests,World,Times_Now,1.0
"Meet Anoushka Kale, a British Indian Student Elected As President of Historic Cambridge Union", ,Times_Now,1.0
UK University Vice-Chancellor Accused Of Affair With Hyderabad Woman Suspended After Wife Submits Diaries,US,Times_Now,1.0
Ellen DeGeneres' New UK Countryside Farmhouse Flooded Amid Storm Bert, ,Times_Now,1.0
Putin's Europe Sabotage Plot Unveiled: MI6 Chief Highlights Growing Threat,UK,Times_Now,1.0
UAP Or UFO? Object Sighting At Manchester Airport Sparks Speculation | WATCH, ,Times_Now,1.0
Who Is Daniel Andreas San Diego? FBI Arrests 'Most Wanted' After 20 Years,Europe,Times_Now,1.0
King Charles To Visit India With Queen Camilla? PM Modi Expressed Desire To Host Them - Report, ,Times_Now,1.0
"Petition To Hold Elections In UK Gets Gets 200K Signatures, Elon Musk Reacts: 'Wow'",Asia,Times_Now,1.0
Kate Middleton Invites Southport Stabbing Survivors To Kensington Palace On Christmas Eve, ,Times_Now,1.0
What Is A Controlled Explosion? Areas Near US Embassy In London Evacuated,Middle East,Times_Now,1.0
What Happened At London Gatwick Airport?, ,Times_Now,1.0
"Security Incident In London: Gatwick Airport Evacuated, 'Controlled Explosion' Near US Embassy",Australia,Times_Now,1.0
Who Was Dr. John Ellis? UK Vet Distressed By Pet Euthanizations Dies By Suicide, ,Times_Now,1.0
"Downing Street Apologises After Meat, Alcohol Served At Diwali Celebration",Canada,Times_Now,1.0
"Indian Students, British Hindus Stage Protest Over Kashmir Debate Outside Oxford Union", ,Times_Now,1.0
"'Broken Bones, Bite Marks': British-Pak Man Confesses To Beating 10-Year-Old Daughter To Death",US,Times_Now,1.0
"Scottish Man Wins Contest To 'Bonk' Lily Phillips, Brings Girlfriend Along", ,Times_Now,1.0
'Orbital' By Samantha Harvey Takes Home 2024 Booker Prize For Fiction,US News,Times_Now,1.0
Ryanair Flight To Manchester Diverts To London After Passenger Dies Mid-Air, ,Times_Now,1.0
"Offices Empty, Website Inactive - UK DNA Firm Vanishes With Customers' Data, Then Comes A Russian Link",US Buzz,Times_Now,1.0
"Lamb kebabs, Beer Served At UK PM's Diwali Party; British Hindus Outraged", ,Times_Now,1.0
Kate Middleton Pays Subtle Tribute To Late Princess Diana At Festival of Remembrance | VIDEO,UK,Times_Now,1.0
Kate Middleton Wearing A Wig? Royal Appearance At Remembrance Day Stirs Rumors, ,Times_Now,1.0
US News,Theme,Times_Now,1.0
Real Estate Tycoons Alexander Brothers Arrested On Sex Trafficking Charges In US,World,Times_Now,1.0
"New Jersey Drone Spottings Spark Theories: Iranian 'Mothership, UFOs And More",UK,Times_Now,1.0
Pete Hegseth Was Not Accepted To West Point In 1999? Trump's Defence Secretary Pick Responds,Asia,Times_Now,1.0
FBI Director Christopher Wray To Resign In January,Middle East,Times_Now,1.0
McDonald's Worker Who Spotted Luigi Mangione May Not Get The $60K Reward | Here's Why,Australia,Times_Now,1.0
"First Video Of Trump Tower In Jeddah Is Out - 47 Floors, 350 Apartments Planned",Canada,Times_Now,1.0
Real Estate Moguls Alexander Brothers Arrested In Miami After Sexual Assault Accusations, ,Times_Now,1.0
Spotted Drones In New Jersey This Month? Experts Have A Possible Explanation,US,Times_Now,1.0
Luigi Mangione Considered Using A Bomb To Kill CEO Brian Thompson: Report, ,Times_Now,1.0
Bidwell Mansion Fire: Chico's Iconic Building In Flames | Video,US News,Times_Now,1.0
Why Indians Should Worry About Donald Trump's Move On Birthright Citizenship,US Buzz,Times_Now,1.0
Flights At $25? Here's A Look At Who Is Eligible,UK,Times_Now,1.0
Did Joe Biden Give Iran $10 Billion In Relief Days After Trump's Win? What We Know, ,Times_Now,1.0
From TikTok Fame To Crypto Flop: Mapping Hawk Tuah Girl Hailey Welch's Journey,Australia,Times_Now,1.0
Beyonce Fans Call For Singer To Divorce Jay-Z Amid Allegations Of Raping 13-Year-Old With Diddy, ,Times_Now,1.0
SNL Slammed For Comments On UnitedHealthcare CEO Shooting Suspect's Appearance: ''Disgusting...',Canada,Times_Now,1.0
"Alleged Photos Of MTV Awards Afterparty Where Jay-Z, Diddy Raped 13-Year-Old Surfaces", ,Times_Now,1.0
Latest News,Featured,Times_Now,1.0
What Ashwini Vaishnaw Said About Bihar Woman Working At A Noida Factory,US News,Times_Now,1.0
Breaking News: Congress Leader Sandeep Dikshit To Contest Against Arvind Kejriwal From New Delhi,US Buzz,Times_Now,1.0
[WATCH] D Gukesh Gets Emotional; In Tears After Being Crowned Youngest-Ever World Chess Champion,Trending:,Times_Now,1.0
World News,Theme,Times_Now,1.0
Why India Should Make The Most Of Trump 2.0 Vs China: IEC 2024 Exclusive,World,Times_Now,1.0
Luigi Mangione Says 'Deny Defend Depose' In New Alleged YouTube Video,UK,Times_Now,1.0
"New Jersey Drone Spottings Spark Theories: Iranian 'Mothership, UFOs And More",Europe,Times_Now,1.0
"Hannah Kobayashi Found In Mexico, Family 'Relieved': Full Statement Here",Middle East,Times_Now,1.0
